sku,description,price,currency,family,status
02267-001,"AXIS TU6005 Plenum Cable 20m is a 20m (65 ft) cable used for the 2ng generation F-series. It has rugged connectors. A FAKRA connector on one side (connecting to the F91 main units) and a SMA connector on the other side (connecting to the F21, F72 and F4105-LRE sensors).
AXIS TU6005 Plenum Cable 20m is indoor plenum rated cable. It has a 4mm (0,16 in) diameter and a 32mm (1,3 in) bending radius.
AXIS TU6005 Plenum Cable 20m can be shorten and re-crimped on the FAKRA side only thanks to AXIS TU6006 Conn kit FAKRA 10P (sold separately).
AXIS TU6005 Plenum Cable 20m is only available for the US market.",199,USD,Access,active
02470-021,"AXIS TU6002 Right Angle SMA ADP 10p is a bulk pack of 10x 90° angle angle adapters. The accessory is an accessory of the AXIS F21 sensors. The 90° angle adapter helps installing a sensor in tight space without bending AXIS TU6004, AXIS TU6007 and AXIS TU6005 cable and potentially damaging it.",99,USD,Access,active
02468-021,"AXIS TU6003 Conn Kit FAKRA 10p is a bulk pack of 10x replacement FAKRA connectors. In this kit, you have all the necessary accessories to re-crimp AXIS TU6004-E Cable with the new FAKRA connector. AXIS TU6004-E Cable can only be cut and re-crimped on the FAKRA connector end.",39,USD,Cameras,active
02469-021,AXIS TU6006 Conn Kit FAKRA 10p is a bulk pack of 10x replacement FAKRA connectors for AXIS TU6005 Plenum Cable. It gives all the necessary accessories to re-crimp AXIS TU6005 Plenum Cable with the new FAKRA connector. AXIS TU6005 Plenum Cable can only be cut and re-crimped on the FAKRA connector end.,39,USD,Cameras,active
02795-021,AXIS TU6009 Conn 6-pin is a male connector for I/O port . Pitch: 2.50 mm. 6pos terminal block. 10pack,28,USD,Access,active
02794-021,AXIS TU6008 Conn 5-pin is a male connector for RS port . Pitch: 2.50 mm. 5pos terminal block. 10pack,24,USD,Access,active
02854-001,Adapter bracket that allows Axis P5676-LE to be connected to Q6100. The material is PC+ABS Cycoloy C6600 GY8D352 and comes in Axis White.,52,USD,Recorder accessories,active
02647-001,"Wireless USB dongle for AXIS M1075-L Box Camera.
This allows the camera to communicate with 2.4 GHz and 5 GHz frequency. The wireless adapter supports 802.11ac/b/g/n. Requires PoE injector to power the camera.",41,USD,Power Supply,active
02793-001,"AXIS TU6007-E Cable 1m 4P is a bulk pack of 4x 1m (3ft) thin cables used for the 2nd generation F-series. AXIS TU6007-E Cable 1m has rugged connectors. A FAKRA connector on one side (connecting to the F91 main units) and a SMA connector on the other side (connecting to the F21, F72 and F4105-LRE sensors).
AXIS TU6007-E Cable 1m is indoor/outdoor rated and complies with the IP66 standard. It has a 3mm (0,1 in) diameter with a 30mm bending radius.
This cable is ideal when used in very tight spaces and when the cable needs to be bended.",43,USD,Access,active
02790-001,"AXIS TU6007-E Cable 8m is a 8m (26ft) thin cable used for the 2nd generation F-series. AXIS TU6007-E Cable 8m has rugged connectors. A FAKRA connector on one side (connecting to the F91 main units) and a SMA connector on the other side (connecting to the F21, F72 and F4105-LRE sensors).
AXIS TU6007-E Cable 8m is indoor/outdoor rated and complies with the IP66 standard. It has a 3mm (0,1 in) diameter with a 30mm bending radius.
This cable is ideal when used in very tight spaces and when the cable needs to be bended.",19,USD,Access,active
02791-001,"AXIS TU6007-E Cable 8m 4P is a bulk pack of 4x 8m (26ft) thin cables used for the 2nd generation F-series. AXIS TU6007-E Cable 8m has rugged connectors. A FAKRA connector on one side (connecting to the F91 main units) and a SMA connector on the other side (connecting to the F21, F72 and F4105-LRE sensors).
AXIS TU6007-E Cable 8m is indoor/outdoor rated and complies with the IP66 standard. It has a 3mm (0,1 in) diameter with a 30mm bending radius.
This cable is ideal when used in very tight spaces and when the cable needs to be bended.",66,USD,Access,active
02528-001,AXIS TS3901 Rail Extensions allow AXIS S3016 Recorder to be mounted in deep server racks with a post to post distance between 499mm (19.6in) and 690mm (27.1in). No rails extensions are needed for a post to post distance between 376mm (14.8in) and 499mm (19.6in). Each rail extension is composed of two parts which replace two segments of the original rails provided with AXIS S3016 Recorder.,33,USD,Recordings,active
02867-004,AXIS TU6011 Mains Cable is compatible with AXIS TU8004 90 W Midspan. It comes with a country specific power cord and plug.,20,USD,Power Supply,active
02867-024,AXIS TU6011 Mains Cable is compatible with AXIS TU8004 90 W Midspan. It comes with a country specific power cord and plug. 10 pcs package.,189,USD,Power Supply,active
03074-001,"Megapixel lens 2.8 mm, F1.2 with M12 thread for AXIS P3905-R Mk III and AXIS M3905-R cameras. It provides that provides 110° horizontal FOV and excellent low light performance. Coated with IR-cut filter. 10 pieces bulk pack.",229,USD,Cameras,active
02842-001,"Accessory front window kit compatible with: AXIS Q1805-LE, AXIS Q1806-LE.  Includes 4 TX10 screws and window assembly.  Includes window front that TQ1929-E doesnt have.",105,USD,Access,active
02844-001,"Accessory Window Kit compatible with AXIS Q1808-LE 150 mm.  Includes IR window, adhesive window, and optical window.",159,USD,Access,active
02206-001,"Mounting adapter bracket for AXIS Q6074-E, AXIS Q6075-E, AXIS Q6078-E.",20,USD,Recorder accessories,active
02207-001,"Mounting adapter bracket for: AXIS Q6135-LE, AXIS Q6315-LE, AXIS Q6318-LE.",20,USD,Recorder accessories,active
03137-001,"Accessory Lens M14 7.6 mm F2.0 IR 4 pcs compatible with: AXIS Q6020-E, AXIS Q6300-E",159,USD,Access,active
03140-001,"Accessory Lens M14 14.1 mm F2.0 IR 4 pcs compatible with: AXIS Q6020-E, AXIS Q6300-E",199,USD,Access,active
03141-001,"Accessory Lens M14 21.4 mm F2.0 IR 4 pcs compatible with: AXIS Q6020-E, AXIS Q6300-E",199,USD,Access,active
03142-001,"Accessory Lens M14 30.8 mm F2.4 IR 4 pcs compatible with: AXIS Q6020-E, AXIS Q6300-E",219,USD,Access,active
03278-001,"Kit for making a stand-alone AXIS Q6020-E installation without PTZ camera inside. Includes a metal cover lid, IP66-rated RJ45 push-pull connector, and a connector plug. Use this kit together with an AXIS Q6020-E network camera (not included) and a midspan (not included).",105,USD,Power Supply,active
03007-001,Sunshield for AXIS D4200-VE Network Strobe Speaker for outdoor environments and to protect against strong direct sunlight.,52,USD,Audio and power accessories,active
03149-001,"High-performance 2 MP dome camera with AI analytics. 
Excellent image quality thanks to Forensic WDR, Lightfinder 2.0 and Optimized IR.
Robust, vandal-secure IP54/IK10 polycarbonate indoor casing
Varifocal 3.4-9.8 mm P-iris lens with remote zoom and focus.
Multiple, individually configurable streams, AV1/H.264/H.265 with zipstream in up to 2MP @ 60fps.
Audio support from 3.5mm audio input, portcast and Edge-to-edge. Supervised digital input and output.
Case-open sensor
Axis Edge Vault with FIPS 140-3 level 3 certified. Support for SD card storage.
Advanced AI analytics for object classification, counting, masking and more.
Powered by IEEE 802.3af/802.3at Type 1 Class 3.",679,USD,Audio and power accessories,active
0344-001,"Protective camera housing for P13XX, M11XX, Q16XX and Q1755.  Die cast aluminum casing and wallbracket,  polycarbonate sunshield. The housing is IP66-, Nema 4X rated and IK10 impact-resistant. Sunshield,  wallbracket and screwdriver included.",229,USD,Recorder accessories,active
0433-001,"Outdoor PoE camera housing with window-/camera heaters and fan for P13XX, M11XX, Q16XX and Q1755.  Die cast aluminum casing and wallbracket,  polycarbonate sunshield. The housing is IP66-, Nema 4X-, Vibration 4M3 rated and IK10 impact-resistant. Sunshield,  wallbracket and screwdriver included.",379,USD,Recorder accessories,active
5801-531,"Metal camera housings with heater and blower for Axis Network Cameras. Weathershields included. Housings can be powered with 24VAC. 6-piece pack.
Required accessory: AXIS T94X01A Wall Mount 6PCS (sold separately) 
Optional accessory: AXIS T94Y01G Pole Mount 6PCS (sold seperately)",739,USD,Recorder accessories,active
02322-001,"Outdoor PoE+ camera housing with IR illumination, window & camera heaters, and fan. Compatible with 
AXIS P1375, AXIS P1377, AXIS P1378, AXIS Q1615 Mk III, AXIS Q1615-LE Mk III, AXIS Q1645, AXIS Q1647, AXIS Q1715.  Polycarbonate sunshield, aluminum wall mount and torx screwdriver included.",689,USD,Recorder accessories,active
5507-681,"Outdoor camera housing for Axis cameras with EF lenses (e.g.:Q1656, Q1656-B, P1375, P1377, P1378). Made of IK10 impact resistant thermoplastic with dual-layer UV protection. IP66, NEMA 4X rated and UL listed. Powered by 24 VDC (power supply not included). Heavy duty wall mount included.",1479,USD,Power Supply,active
5901-471,"Extension kit to allow mounting of longer lenses in AXIS T93C10 Outdoor Housing (e.g.: compatible with AXIS Q1659 55-250 mm). Includes built-in sunshield and front window. The extension kit provides an extra space of 80mm in length within the housing, giving a total length of 380mm for the camera and lens. The part of the lens within the extension kit can have maximum diameter of 75mm.",119,USD,Recorder accessories,active
5900-261,"Fixed box protective camera housing made of IK10 impact resistant and UV resistant polymer. IP66, NEMA 4X rated and UL listed. Compatible with AXIS P13 Series and AXIS Q16 Series. AXIS T94Q01A Wall mount included.",179,USD,Recorder accessories,active
5900-271,"Fixed box outdoor camera housing made of IK10 impact resistant and UV resistant polymer. IP66, NEMA 4X rated and UL listed. Powered by 24 V AC or 12-24 V DC.  Compatible with AXIS P13 Series, AXIS Q16 Series, and M11 Series. AXIS T94Q01A Wall mount included. AXIS P1353/P1354/P1355/P1357 and AXIS Q1604/Q1614: -40 ºC to 50 ºC (-40 ºF to 122 ºF) AXIS P1365 and AXIS Q1615/Q1635: -40 ºC to 55 ºC (-40 ºF to 131 ºF). AXIS Q1645/Q1647: -40 ºC to 40 ºC (-40 ºF to 104 ºF) AXIS M1124/M1125: -40 °C to 55 °C (-40 ºF to 131 ºF)",269,USD,Recorder accessories,active
5900-281,"Fixed box outdoor camera housing made of IK10 impact resistant and UV resistant polymer. IP66, NEMA 4X rated and UL listed. Powered by PoE IEEE802.3af. Compatible with AXIS P13 Series, AXIS Q16 Series and M11 Series. AXIS T94Q01A Wall mount included.  Temperature range: AXIS P1353/P1354/P1355/P1357 and AXIS Q1604/Q1614: -40 ºC to 50 ºC (-40 ºF to 122 ºF),  AXIS P1365 and AXIS Q1615/Q1635: -40 ºC to 55 ºC (-40 ºF to 131 ºF), AXIS Q1645/Q1647: -40 ºC to 40 ºC (-40 ºF to 104 ºF), AXIS M1124/M1125: -40 °C to 55 °C (-40 ºF to 131 ºF).",269,USD,Recorder accessories,active
5504-941,Accessory sunshield and weather protection for AXIS T93F Housing Series,52,USD,Access,active
5900-151,"IP66, IK10 and NEMA 4X rated outdoor-ready surveillance cabinet. Protects accessory devices such as power supply, media converter, midspan and fuse from tough weather and vandalism.  Mounting bracket for wall, DIN-rail, device mounting bracket and Electrical safety cover is included.",349,USD,Power Supply,active
5900-161,"IP66, IK10 and NEMA 4X rated outdoor-ready surveillance cabinet. Protects accessory devices such as power supply, media converter, midspan and fuse from tough weather and vandalism. The camera is mounted on the door of the cabinet. Mounting bracket for wall, DIN-rail, device mounting bracket and Electrical safety cover is included. Compatible cameras: AXIS M111X-E, P13XX-E, Q16XX-E, Q1755-E, Q191X-E Q192X-E.",359,USD,Power Supply,active
5900-171,"IP66, IK10 and NEMA 4X rated outdoor-ready surveillance cabinet. Protects accessory devices such as power supply, media converter, midspan and fuse from tough weather and vandalism. The camera is mounted on the door of the cabinet. Mounting bracket for wall, DIN-rail, device mounting bracket and Electrical safety cover is included. Compatible cameras: AXIS P33-VE/-LVE.",359,USD,Power Supply,active
5900-181,"IP66, IK10 and NEMA 4X rated outdoor-ready surveillance cabinet. Protects accessory devices such as power supply, media converter, midspan and fuse from tough weather and vandalism. The camera is mounted on the door of the cabinet. Mounting bracket for wall, DIN-rail, device mounting bracket and Electrical safety cover is included. Compatible products: AXIS T91B61 Wall bracket for use with AXIS P55, P56, Q60 and Q61-series or fixed dome pendant kits.",359,USD,Power Supply,active
5900-321,"IP66, IK10 and NEMA 4X rated outdoor-ready surveillance cabinet. Protects accessory devices such as power supply, media converter, midspan and fuse from tough weather and vandalism. The camera is mounted on the door of the cabinet. Mounting bracket for wall, DIN-rail, device mounting bracket and Electrical safety cover is included. Compatible products: AXIS P5414-E/15-E.",359,USD,Power Supply,active
5503-551,"Metal sunshield for AXIS T98A-VE Surveillance Cabinet series. Reduces the temperature inside the cabinet, caused by sun radiation, with up to 15°C (27°F).",159,USD,Access,active
5505-651,Door lock for AXIS T98A surveillance cabinet. Uses a generic key but it is possible to change locking cylinder to a unique key solution (not supplied from Axis),73,USD,Access,active
5504-931,"The corridor format bracket makes it possible to mount a camera rotated 90 degrees inside the AXIS T93F05 and AXIS T93F20 housings to enable a vertically oriented, ""portrait""-shaped video stream from the camera. Includes built-in camera heater (only applicable when mounted in AXIS T93F20).",52,USD,Recorder accessories,active
5506-381,"The corridor format bracket makes it possible to mount a camera rotated 90 degrees inside the AXIS T93F10 housing to enable a vertically oriented, ""portrait""-shaped video stream from the camera. Included with built-in camera heater.",52,USD,Recorder accessories,active
5505-331,Camera holder plate for mounting an AXIS Q1614 in a AXIS T92E05 and AXIS T92E20 housing. Or change the camera unit inside an AXIS P135X-E outdoor camera.,31,USD,Recorder accessories,active
5505-341,Kit for mounting an AXIS Q1614 in a AXIS T92E05/AXIS T92E20 housing produced before 2014. Or change the camera unit inside an AXIS P134X-E outdoor camera.,52,USD,Recorder accessories,active
02359-001,"IP66, IK10 and NEMA 4X rated outdoor-ready surveillance cabinet. Protects accessory devices such as power supply, media converter, and midspan from tough weather and vandalism. Mounting bracket for wall, DIN-rail, device mounting bracket and Electrical safety cover is included.  Similar to T98A15 but door is deeper by 4'' allowing door to be shut with power supply and switch in it.",409,USD,Switches,active
02672-001,"AXIS TP3826-E housing is an outdoor housing for selected AXIS M39 and P39 cameras. It enables the cameras to be mounted outside vehicles such as buses, trams, trucks or emergency vehicles.",119,USD,Recorder accessories,active
03085-001,"IP66, IK10 and NEMA 4X rated outdoor-ready surveillance cabinet. Protects accessory devices such as power supply, media converter, and midspan from tough weather and vandalism. Mounting bracket for wall, DIN-rail, device mounting bracket and Electrical safety cover is included. Similar to T98A17 compatible with dome, fixed, thermal cameras but door is deeper by 4'' allowing door to be shut with power supply and switch in it.",489,USD,Switches,active
03047-001,"Robust outdoor housing with built-in wiper, for use with AXIS Q17 Series block cameras and AXIS P13 Series box cameras and other selected box cameras. Carbon nanotube window heater, Built-in camera heater and fan, withstands hurricane-force of more than 60m/s (134 mph). IP66, IP67, NEMA 4X and IK10-rated, including IK10-rated glass for high-impact resistance. Open casing intrusion detection. Support for optional IR illuminator kits and corridor format. Powered by IEEE 802.3af Type2 Class 4 (PoE+) or 10-28 V DC power with redundancy. RJ45 connection or optional IDC punch connector. Arctic Temperature Control for start-up and operating in -40°C to +60°C (-40 ºF to 140 ºF). Includes removable sunshield, wall bracket and cable glands. Midspan or power supply not included.",689,USD,Power Supply,active
03048-001,"Robust outdoor housing, for use with AXIS Q17 Series block cameras and AXIS P13 Series box cameras and other selected box cameras. Carbon nanotube window heater, Built-in camera heater and fan, withstands hurricane-force of more than 60m/s (134 mph). IP66, IP67, NEMA 4X and IK10-rated, including IK10-rated glass for high-impact resistance. Open casing intrusion detection. Support for optional IR illuminator kits and corridor format. Powered by IEEE 802.3af Type2 Class 4 (PoE+) or 10-28 V DC power with redundancy. RJ45 connection or optional IDC punch connector. Arctic Temperature Control for start-up and operating in -40°C to +60°C (-40 ºF to 140 ºF). Includes removable sunshield, wall bracket and cable glands. Midspan or power supply not included.",549,USD,Power Supply,active
5507-441,Viewing protector that makes it harder to see where the camera is aiming. For use when the camera is used without dome. 5 pcs.,52,USD,Cameras,active
01463-001,"4-pack. Outdoor-ready skin covers compatible with AXIS M3057/58-PLVE cameras for changing the appearance of the camera, simplify re-painting and covering screws. Black color.",94,USD,Cameras,active
5507-431,Black accessory casing for AXIS M3044-V/45-V/46-V. Replaces the white original casing. 5 pcs.,94,USD,Access,active
01608-001,Smoked dome with anti-scratch hard coating. Compatible with AXIS M42 series. 4x domes per pack.,94,USD,Cameras,active
02236-001,"A white metal casing for indoor/outdoor use that is compatible with:  M3205-LVE, M3206-LVE,  P3245-LVE, P3245-VE,  P3247-LVE, AXIS P3248-LVE.  It is IK 10/IP66, has a 3/4 conduit entry and is easy to install.  This casing targeted for corrections and other segments that require a tough metal casing.",229,USD,Access,active
5506-161,Spare part skin covers for the AXIS P56 Series. Both the camera cover and the ring around the dome are included. 5 pcs.,149,USD,Cameras,active
5507-421,Smoked dome for AXIS M3044-V/45-V/46-V SM DOME. 5 pcs.,119,USD,Cameras,active
5801-411,Black accessory casing for AXIS M3104-LV/5-LV/6-LV. Replaces the white original casing. 5 pcs.,94,USD,Access,active
5800-761,Smoked dome for AXIS P54-series.,63,USD,Cameras,active
5506-151,Smoked dome for AXIS P56 Series cameras.,63,USD,Cameras,active
01183-001,Smoked dome with anti-scratch hard coating. Compatible with AXIS Q3517-LV/-LVE. 5x domes per pack.,209,USD,Cameras,active
5801-501,Smoked dome with anti-scratch hard coating. Compatible with AXIS P38 and AXIS Q36 series.,63,USD,Cameras,active
02401-001,"Standard clear dome with anti-scratch hard coating. Compatible with AXIS Q6074, 75, 78-E cameras. Weather-resistant and chemical-resistant. Replacement dome only.",73,USD,Cameras,active
02576-001,Accessory clear dome with special hydrophilic coating. Helps to prevent water droplets from covering the dome in rainy conditions. The coating also provides a self-cleaning effect that helps carry away dirt and dust by rain-wash. Compatible with Q6315-LE.,189,USD,Cameras,active
5504-791,Smoked dome in a special nylon blend with superior stress and chemical resistance. Compatible with AXIS Q604x-S and Q6055-S cameras. Single-pack.,94,USD,Cameras,active
01854-001,4 Pack black casing to change the appearance of the product.,73,USD,Access,active
01744-001,Cover top black casing for M3067/68 4P.,73,USD,Access,active
01745-001,SMOKE DETECTOR CASING - COVER TOP ASS SMOKE M3067/68,73,USD,Alarms,active
01746-001,Vandal Casing COVER TOP ASS DOME M304X-PV.,94,USD,Cameras,active
01918-001,4P Black casing for M3115/6 LVE. Black accessory casing that replaces the white original casing for changing the appearance of the camera.,94,USD,Cameras,active
02334-001,"4 pack of outdoor-ready skin covers compatible with AXIS M4308-PLE for changing the appearance of the camera, simplify re-painting and covering screws.  Black color. 4 pcs per pack.",73,USD,Cameras,active
02578-001,"4 Pack black casing to change the appearance of the product.  Compatible with M3085-V, M3086-V, M3088-V.",73,USD,Access,active
01623-001,Accessory black casing for selected AXIS P32 indoor cameras. 4pcs bulk pack.,94,USD,Cameras,active
01626-001,Accessory black casing for selected AXIS M32 and P32 outdoor cameras. Pre-assembled with anti-loss screws. 4pcs bulk pack.,119,USD,Cameras,active
01624-001,Smoked dome with anti-scratch hard coating. Compatible with selected AXIS P32 indoor cameras. 4pcs bulk pack.,119,USD,Cameras,active
01627-001,Smoked dome with anti-scratch hard coating. Compatible with selected AXIS M32 and P32 outdoor cameras. 4pcs bulk pack.,139,USD,Cameras,active
02005-001,4 pack black dome cover for AXIS P3925-R. Replaces the standard white dome cover.,229,USD,Cameras,active
02004-001,4 pack black dome cover for AXIS P3935-LR. Replaces the standard white dome cover.,229,USD,Cameras,active
02237-001,"A ventless metal casing for P3717/19-PLE and following products.  USP 797/800 has very strict cleaning requirements for Hazardous, non-Hazardous and Ante rooms in an infusion or inpatient pharmacy setting. Ventless metal casing allows cleaning agent to wipe down the cameras easily..

It is easy to install in a fast way and is IK9/IP66 rated.",149,USD,Cameras,active
02244-001,Accessory black dome casing for AXIS P3727-PLE.  The dome and casing are included.,94,USD,Cameras,active
02391-001,"Smoked dome for AXIS P3717-PLE, AXIS P3719-PLE, AXIS P3727-PLE. The smoked dome can replace the clear dome delivered with the camera.",73,USD,Cameras,active
02357-001,"Accessory casing compatible with AXIS P3818-PVE. Includes anti loss screws, weather cover, cover lid, and cover top.",149,USD,Access,active
02355-001,Black accessory casing for AXIS P3807-PVE. Replace the original white casing to change the appearance of the camera. Sold in packs of 4.,219,USD,Cameras,active
02492-001,"Accessory black casing for AXIS P3265-LV, V. 4pcs bulk pack.",94,USD,Access,active
02496-001,Accessory black casing for AXIS P3265-LVE 9 mm. Pre-assembled with anti-loss screws. 4pcs bulk pack.,119,USD,Access,active
01820-001,"Accessory clear dome with special hydrophilic coating. Helps to prevent water droplets from covering the dome in rainy conditions. The coating also provides a self-cleaning effect that helps carry away dirt and dust by rain-wash. Compatible with AXIS P3807-PLE, AXIS Q3615-VE  and AXIS Q3617-VE. Single pack",119,USD,Cameras,active
02498-001,"Accessory black casing for AXIS P3265-LVE 22 mm, P3267-LV, P3267-LVE,  P3268-LV, P3268-LVE.  
Pre-assembled with anti-loss screws. 4pcs bulk pack.",119,USD,Access,active
02356-001,"Accessory casing compatible with Q3819-PVE.  Includes anti loss screws, weather cover, cover lid, and cover top.",149,USD,Access,active
02512-001,"Smoked dome with anti-scratch hard coating. Compatible with AXIS Q3536-LVE, AXIS Q3538-LVE. 5x domes per pack.",229,USD,Cameras,active
01817-001,"Accessory clear dome with special hydrophilic coating. Helps to prevent water droplets from covering the dome in rainy conditions. The coating also provides a self-cleaning effect that helps carry away dirt and dust by rain-wash. Compatible with selected cameras from AXIS Q61 series that support IR illumination, e.g.: AXIS Q6125-LE. Single pack.",169,USD,Cameras,active
02399-001,"Standard smoked dome with anti-scratch hard coating. Compatible with AXIS Q60-E cameras. Weather-resistant and chemical-resistant. Rubber gasket, ring compass, ring support included. Single pack.",179,USD,Cameras,active
02629-001,"Outdoor accessory weathershield for AXIS P3265-LVE, P3267-LVE, P3268-LVE. A black accessory weathershield that goes well with black casing and smoked dome.  The underside of the cover is specially coated with matte black anti-reflective coating to prevent reflections from external light sources. Anti-loss screws included. Bulk 2 pack.",84,USD,Cameras,active
02428-001,"Accessory black dome cover for AXIS M5000 & AXIS M5000-G. Includes dome and cover, 4 SCREW TX+ 8 DOME FLANGE, and 2 spring clips.",73,USD,Cameras,active
02550-001,"Accessory smoked dome with anti-scratch hard coating. Compatible with AXIS P3265-LVE 22 mm, P3267-LV, P3267-LVE, P3268-LV, P3268-LVE. 4pcs bulk pack.",119,USD,Cameras,active
02618-001,"Smoked dome accessory with anti-scratch hard coating. Compatible with:AXIS M3215-LVE, AXIS M3216-LVE. 4pcs bulk pack.",139,USD,Cameras,active
02480-001,"AXIS TP3819-E Dome Smoked, is a smoked dome and is offered as an optional accessory for AXIS P4705-PLVE and P4707-PLVE.",31,USD,Cameras,active
02584-001,"AXIS TP3825-E Weathershield Black, is a black weathershield and is offered as an optional accessory for AXIS P4705-PLVE and P4707-PLVE.",31,USD,Access,active
02435-001,"AXIS TF1803-RE Lens Protector 4P is a bulk pack of 4x Lens Protectors for AXIS F2135-RE. AXIS TF1803-RE is highly recommended to protect the sensor lens when AXIS F2135-RE is installed in harsh environments such as on the coast line, hot places with direct sun exposure on the sensor or if the sensor is subject to strong detergents.
AXIS TF1803-RE is IK10 rated.",73,USD,Access,active
02434-001,"AXIS TF1802-RE Lens Protector 4P is a bulk pack of 4 Lens protectors for AXIS F2105-RE standard sensor.
AXIS TF1802-RE Lens Protector is highly recommended to protect the sensor lens when AXIS F2105-RE is installed in harsh environments such as on the coastline, hot places with direct sun exposure on the sensor or if the sensor is subject to strong detergents.
AXIS TF1802-RE is IK10 rated.",73,USD,Access,active
02213-001,"AXIS TF1801-R Lens Hood 4P is a bulk pack of 4x Lens Hood for AXIS F2105-RE standard sensor and AXIS F2135-RE fisheye sensor.
The Lens Hood avoids reflections on the sensor unit lens when used as front facing camera onboard a vehicle. Lens Hood is made of silicone.",20,USD,Cameras,active
02701-021,AXIS TP3827 Clear Dome Cover 10p is bulk pack of 10 original top cover with dome for AXIS M3905-R and AXIS P3905-R MkIII cameras.,319,USD,Cameras,active
02702-021,AXIS TP3830 Top Cover Black 10p is a bulk pack of 10 top covers black without dome compatible with AXIS M3905-R and P3905-R MkIII cameras.,169,USD,Cameras,active
02804-001,Smoked dome accessory with anti-scratch hard coating. Compatible with AXIS Q3626/8-VE.,41,USD,Cameras,active
02828-001,"Accessory casing with ring, and 4 anti-loss screws.",84,USD,Access,active
02573-001,"AXIS TM3814 Skin Cover Black 4-Pack, are outdoor-ready skin covers compatible with AXIS M4317/M4318-PLVE cameras for changing the appearance of the camera, simplify re-painting and covering screws. Black color.",94,USD,Cameras,active
02731-001,Black accessory casings for AXIS M42 series. Replaces the original white casings. 4-piece bulk pack.,63,USD,Access,active
02819-001,Cover top black casing for AXIS M4327-P and AXIS M4328-P. Comes in 4 Pack.,73,USD,Access,active
02820-001,Vandal case accessory with dome for AXIS M4327-P and M4328-P. Comes in 4 pack.,94,USD,Cameras,active
02938-001,Hard coated clear dome for AXIS Q6114-E/Q6115-E.  Includes an O-ring.,84,USD,Cameras,active
02939-001,"Hard coated scratch resistant smoked dome for AXIS Q6124-E, Q6128-E, Q6154-E, Q6155-E.  Includes O-Ring.",129,USD,Cameras,active
02871-001,"Accessory black dome casing for AXIS P3735-PLE, AXIS P3737-PLE, AXIS P3738-PLE. Casing with 4 screws anti loss TR20 included.  Dome not included..",84,USD,Cameras,active
02872-001,"Accessory Smoked dome for AXIS P3735-PLE, AXIS P3737-PLE, AXIS P3738-PLE.
The smoked dome can replace the clear dome delivered with the camera.",84,USD,Cameras,active
02936-001,4 pack black casing accessory compatible with AXIS M3086-V Mic.  Changes the appearance of the product.,105,USD,Access,active
03010-001,"Accessory smoke dome in polycarbonate. IK09 vandal resistant. Compatible with AXIS M5525-E,
AXIS 5526-E. Single pack. 4 anti-loss TX20 screws in pack.",52,USD,Cameras,active
02865-001,Accessory skin cover for AXIS P9117-PV. Steel finish and easy to repaint. Magnetically attached. Suitable for AXIS P9117-PV White model.  Comes in a 4 pack.,319,USD,Access,active
03012-001,Accessory black casing for AXIS P3267-LVE Mic.  Pre-assembled with anti-loss screws. 4pcs bulk pack.,73,USD,Access,active
03015-001,Accessory smoked dome with anti-scratch hard coating. Compatible with AXIS P3267-LVE Mic. 4pcs bulk pack.,105,USD,Cameras,active
03095-001,"A 10pack of privacy covers compatible with AXIS M1055-L, AXIS M1075-L. Fits easily over the camera area. Made of silicon and is coloured white. Easily adjust surveillance based on privacy needs.
Ensure privacy is respected when needed. Quick and easy to deploy. Protects the lens from dust and fingerprints.",63,USD,Cameras,active
03114-001,"A 2 pack accessory weathershield in white using anti reflective material.  Gives weather protection to AXIS M3125-LVE, AXIS M3126-LVE, AXIS M3128-LVE.  Easy to install.",63,USD,Access,active
03224-001,Accessory Hard coated smoked dome compatible with P5676-LE.  Standard smoked dome with anti-scratch hard coating. Weather-resistant and chemical-resistant. Single pack that includes dome and IR cover.,63,USD,Cameras,active
03225-001,"Accessory hard coated scratch resistant smoked dome for AXIS Q6100-E, Q6300-E.",73,USD,Cameras,active
03234-001,"Accessory black dome casing for AXIS P3747-PLVE, AXIS P3748-PLVE.   Dome not included..",52,USD,Cameras,active
03236-001,"Accessory Smoked dome for AXIS P3747-PLVE, AXIS P3748-PLVE.  
The smoked dome can replace the clear dome delivered with the camera.",105,USD,Cameras,active
03252-001,"Hard coated smoked dome accessory for: AXIS Q6315-LE, AXIS Q6318-LE, AXIS Q6355-LE, AXIS Q6358-LE. With anti-scratch hard coating, dome ring, cover IR.",84,USD,Cameras,active
03226-001,"Hard coated accessory smoked dome compatible with Q6010-E, Q6020-E.  Comes with ring and dome.",105,USD,Cameras,active
03200-001,"Accessory 4 pack black weathershield compatible with: AXIS P3268-SLVE,AXIS Q3538-SLVE,
AXIS Q3839-SPVE.",249,USD,Cameras,active
02325-001,"Wall mount in electro-polished 316L stainless steel for AXIS XPQ1785, designed for harsh industrial environments. Max load 150 kg / 331 lb.",1159,USD,Recorder accessories,active
02343-001,"Pole mount in electro-polished 316L stainless steel for use together with AXIS TQ1001-E WALL MOUNT, designed for harsh industrial environments. Pole diameters 50-150 mm (2"" - 6""). Max load 150 kg / 331 lb.",1159,USD,Recorder accessories,active
